chrID	start	end	gene name	strand
chr1	17632689	17634689	PADI4	+
chr1	17696690	17698690	PADI6	+
chr3	102151858	102153858	ZPLD1	+
chr11	67349065	67351065	GSTP1	+
chr7	19748660	19750660	TWISTNB	-
chr2	10859774	10861774	ATP6V1C2	+
chr8	104031247	104033247	ATP6V1C1	+
chr17	41017161	41019161	AOC4P	+
chr6	41753180	41755180	TOMM6	+
chrX	49124305	49126305	PPP1R3F	+
chr14	23772057	23774057	PPP1R3E	-
chr9	37592636	37594636	TOMM5	-
chr10	93392858	93394858	PPP1R3C	-
chr8	9009152	9011152	PPP1R3B	-
chr7	113559082	113561082	PPP1R3A	-
chr4	4385982	4387982	NSG1	+
chr16	15149936	15151936	NTAN1	-
chr7	139526951	139528951	TBXAS1	+
chr22	45807571	45809571	RIBC2	+
chr19	45594430	45596430	PPP1R37	+
chr14	65014619	65016619	PPP1R36	+
chr7	100034096	100036096	PPP1R35	-
chr11	61246584	61248584	PPP1R32	+
chr10	134349282	134351282	INPP5A	+
chr1	38397463	38399463	INPP5B	-
chr2	233922676	233924676	INPP5D	+
chr11	124787145	124789145	HEPN1	+
chr10	121483558	121485558	INPP5F	+
chr22	31516908	31518908	INPP5J	+
chr17	1420182	1422182	INPP5K	-
chr21	42002693	42004693	DSCAM-IT1	-
chr11	105893014	105895014	MSANTD4	-
chr4	3244095	3246095	MSANTD1	+
chr11	124670300	124672300	MSANTD2	-
chr9	103187494	103189494	MSANTD3	+
chr1	246727638	246729638	CNST	+
chr7	73080173	73082173	VPS37D	+
chr11	60928916	60930916	VPS37C	-
chr12	123380712	123382712	VPS37B	-
chr8	17102400	17104400	VPS37A	+
chr1	42630395	42632395	GUCA2A	-
chr1	42617091	42619091	GUCA2B	+
chr12	6991144	6993144	RPL13P5	+
chr14	23755309	23757309	HOMEZ	-
chr18	70931733	70933733	LOC400655	-
chr6	75915623	75917623	COL12A1	-
chr4	74717012	74719012	PF4V1	+
chr1	111831473	111833473	CHIA	+
chr9	77643346	77645346	CARNMT1	-
chr1	145505556	145507556	RBM8A	+
chrX	41782287	41784287	CASK	-
chr5	96036363	96038363	CAST	+
chr1	47002367	47004367	MKNK1-AS1	+
chr3	121901180	121903180	CASR	+
chr5	7851603	7853603	C5orf49	-
chrX	70948962	70950962	BCYRN1	-
chr9	139969952	139971952	UAP1L1	+
chr14	71001732	71003732	ADAM20	-
chr2	207306367	207308367	ADAM23	+
chr7	87561457	87563457	ADAM22	+
chr4	175837508	175839508	ADAM29	+
chr8	24149552	24151552	ADAM28	+
chrX	103171478	103173478	TMSB15B	+
chrX	101771699	101773699	TMSB15A	-
chr3	62304622	62306622	PTPRG-AS1	-
chr1	2564481	2566481	MMEL1	-
chr1	117600948	117602948	TTF2	+
chr9	135282238	135284238	TTF1	-
chr19	58738046	58740046	ZNF544	+
chr21	32185570	32187570	KRTAP8-1	-
chr4	169931468	169933468	CBR4	-
chr21	37440221	37442221	CBR1	+
chr21	37505262	37507262	CBR3	+
chrX	55208944	55210944	MTRNR2L10	-
chr9	75764646	75766646	ANXA1	+
chr4	79470741	79472741	ANXA3	+
chr15	60690185	60692185	ANXA2	-
chr4	122618147	122620147	ANXA5	-
chr2	69967105	69969105	ANXA4	+
chr10	75173843	75175843	ANXA7	-
chr5	150537443	150539443	ANXA6	-
chr1	150952498	150954498	ANXA9	+
chr10	47174143	47176143	ANXA8	-
chr7	130124015	130126015	MEST	+
chr1	63788129	63790129	FOXD3-AS1	-
chr6	2432086	2434086	POU5F1	-
chr1	100598651	100600651	SASS6	-
chr5	93077309	93079309	POU5F2	-
chr19	48059113	48061113	ZNF541	-
chr19	53714200	53716200	ZNF818P	+
chr6	73338222	73340222	KCNQ5-IT1	+
chr11	124806308	124808308	HEPACAM	-
chr12	9102357	9104357	M6PR	-
chrX	47965366	47967366	SSX6	+
chrX	52683950	52685950	SSX7	-
chrX	48240967	48242967	SSX4	+
chrX	48056199	48058199	SSX5	-
chrX	52736277	52738277	SSX2	-
chrX	48216188	48218188	SSX3	-
chr1	216596738	216598738	USH2A	-
chrX	48112751	48114751	SSX1	+
chr20	61425756	61427756	MRGBP	+
chrX	52649984	52651984	SSX8	+
chrX	48165614	48167614	SSX9	-
chr13	73354160	73356160	PIBF1	+
chr1	47366147	47368147	CYP4Z2P	-
chr1	23951823	23953823	MDS2	+
chr1	53660100	53662100	CPT2	+
chr20	25226705	25228705	PYGB	+
chr13	80055366	80057366	NDFIP2-AS1	-
chr14	51411248	51413248	PYGL	-
chr11	64528187	64530187	PYGM	-
chr17	8150595	8152595	PFAS	+
chr1	1258142	1260142	CPTP	+
chr9	86320749	86322749	LOC105376114	+
chr19	55742320	55744320	MIR6804	-
chr10	28964423	28966423	BAMBI	+
chr19	58844053	58846053	MIR6806	+
chr19	52723272	52725272	MIR6801	+
chr19	50333274	50335274	MIR6800	+
chr19	55756618	55758618	MIR6803	-
chr19	55751344	55753344	MIR6802	-
chr2	190646810	190648810	PMS1	+
chr7	6048737	6050737	PMS2	-
chr12	74929550	74931550	ATXN7L3B	+
chr2	218765351	218767351	MIR6809	-
chr1	1275088	1277088	MIR6808	-
chr3	49941070	49943070	MST1R	-
chr8	57303269	57305269	SDR16C6P	-
chr1	17090975	17092975	MST1L	-
chr21	33243627	33245627	HUNK	+
chr12	67072925	67074925	GRIP1	-
chr3	14581850	14583850	GRIP2	-
chr1	169455208	169457208	SLC19A2	-
chr2	228582745	228584745	SLC19A3	-
chr21	46962385	46964385	SLC19A1	-
chr1	5922801	5924801	MIR4689	-
chr12	89413469	89415469	LINC02458	-
chr12	114679575	114681575	LINC02459	-
chr12	43084017	43086017	LINC02450	+
chr12	43038384	43040384	LINC02451	+
chr12	98897633	98899633	LINC02453	-
chr12	65994648	65996648	LINC02454	+
chr3	150802584	150804584	MED12L	+
chrX	101802892	101804892	NXF4	+
chrX	101112549	101114549	NXF5	-
chr11	62572964	62574964	NXF1	-
chrX	101500093	101502093	NXF2	+
chr7	77467446	77469446	PHTF2	+
chr1	51425936	51427936	FAF1	-
chr9	70969814	70971814	PGM5	+
chr5	175873355	175875355	FAF2	+
chr1	64056946	64058946	PGM1	+
chr4	37826281	37828281	PGM2	+
chr6	83903012	83905012	PGM3	-
chr19	56048435	56050435	SBK2	-
chr3	129929662	129931662	COL6A4P2	+
chr3	15247466	15249466	COL6A4P1	-
chr16	28301839	28303839	SBK1	+
chr22	23226446	23228446	MIR5571	+
chr15	80871443	80873443	MIR5572	+
chr17	45266678	45268678	CDC27	-
chr9	116037869	116039869	CDC26	-
chr5	137549032	137551032	CDC23	-
chr2	176955531	176957531	HOXD13	+
chr2	176979491	176981491	HOXD10	+
chr1	43822625	43824625	CDC20	+
chr17	7531411	7533411	SHBG	+
chr4	83931987	83933987	LIN54	-
chr14	74549655	74551655	LIN52	+
chr17	19172705	19174705	EPN2-IT1	+
chr9	117880536	117882536	TNC	-
chr5	55288994	55290994	FLJ31104	+
chr9	105279918	105281918	LINC00587	+
chr6	21512123	21514123	LINC00581	-
chr1	231747836	231749836	LINC00582	-
chr9	13925969	13927969	LINC00583	+
chr8	58190101	58192101	LINC00588	+
chr8	29605625	29607625	LINC00589	-
chr7	74934532	74936532	SPDYE8P	+
chr9	46761790	46763790	LINC01189	+
chr12	80329235	80331235	PPP1R12A	-
chr1	202315829	202317829	PPP1R12B	+
chr19	55628968	55630968	PPP1R12C	-
chr4	13654802	13656802	LINC01182	+
chr8	104131259	104133259	LINC01181	+
chr17	42727717	42729717	LINC01180	-
chr5	169626145	169628145	LINC01187	-
chrX	46187109	46189109	LINC01186	-
chr2	61108449	61110449	LINC01185	-
chr5	127418766	127420766	LINC01184	-
chr1	90460525	90462525	GEMIN8P4	-
chr15	99548885	99550885	PGPEP1L	-
chr7	66765624	66767624	STAG3L4	+
chr7	72476466	72478466	STAG3L3	-
chr7	74306731	74308731	STAG3L2	-
chr7	74997085	74999085	STAG3L1	-
chrX	152990201	152992201	BCAP31	-
chr16	46723144	46725144	VPS35	-
chr13	53024813	53026813	VPS36	-
chr15	42500524	42502524	VPS39	-
chrY	27879535	27881535	TTTY3	-
chr12	11244912	11246912	TAS2R43	-
chr12	11339543	11341543	TAS2R42	-
chr7	143172965	143174965	TAS2R41	+
chr7	142917171	142919171	TAS2R40	+
chr12	11214893	11216893	TAS2R46	-
chr1	215738721	215740721	KCTD3	+
chr17	73041278	73043278	KCTD2	+
chr18	24128500	24130500	KCTD1	-
chr7	66091867	66093867	KCTD7	+
chr3	58475822	58477822	KCTD6	+
chr16	2730494	2732494	KCTD5	+
chr13	45775175	45777175	KCTD4	-
chr8	25315984	25317984	KCTD9	-
chr4	44450824	44452824	KCTD8	-
chr19	13947331	13949331	MIR27A	-
chr9	97845726	97847726	MIR27B	+
chr7	130794675	130796675	LINC-PINT	-
chr2	165812035	165814035	SLC38A11	-
chr17	79269139	79271139	SLC38A10	-
chr12	120703574	120705574	PXN	-
chr12	9798642	9800642	LOC374443	+
chr17	62500853	62502853	CEP95	+
chr20	13765532	13767532	ESF1	-
chr13	51379990	51381990	DLEU7-AS1	+
chr19	10628126	10630126	S1PR5	-
chr14	103781620	103783620	LOC105378183	+
chr8	41504878	41506878	NKX6-3	-
chrX	152615486	152617486	LOC105373378	+
chr12	112123800	112125800	BRAP	-
chr13	31189815	31191815	USPL1	+
chrX	49775848	49777848	MIR660	+
chrX	118986991	118988991	UPF3B	-
chr13	115045058	115047058	UPF3A	+
chr7	140624564	140626564	BRAF	-
chr14	70916873	70918873	ADAM21	+
chr11	1771824	1773824	IFITM10	-
chr5	150901709	150903709	MIR6499	-
chr15	41097273	41099273	ZFYVE19	+
chr1	107688690	107690690	NTNG1	+
chr9	135035333	135037333	NTNG2	+
chr5	79701831	79703831	ZFYVE16	+
chr11	119294838	119296838	THY1	-
chr18	55295533	55297533	LOC100505549	+
chr17	21156578	21158578	NATD1	-
chr15	99795729	99797729	HSP90B2P	+
chr1	98515249	98517249	MIR137HG	-
chr7	47621742	47623742	TNS3	-
chr12	53441834	53443834	TNS2	+
chr2	239227184	239229184	TRAF3IP1	+
chr1	11247345	11249345	ANGPTL7	+
chr19	10213425	10215425	ANGPTL6	-
chr11	101787253	101789253	ANGPTL5	-
chr19	8427010	8429010	ANGPTL4	+
chr1	63061157	63063157	ANGPTL3	+
chr9	129885044	129887044	ANGPTL2	-
chr1	178840215	178842215	ANGPTL1	-
chr19	11348294	11350294	ANGPTL8	+
chr14	23303741	23305741	MMP14	+
chr16	58057469	58059469	MMP15	+
chr8	89339717	89341717	MMP16	-
chr12	132310937	132312937	MMP17	+
chr11	102651359	102653359	MMP10	-
chr22	24113005	24115005	MMP11	+
chr11	102745764	102747764	MMP12	-
chr11	102826463	102828463	MMP13	-
chr12	56236767	56238767	MMP19	-
chr6	26567551	26569551	LOC105374988	+
chr3	127792652	127794652	RUVBL1-AS1	+
chr13	44732358	44734358	SMIM2-IT1	-
chr9	130546196	130548196	MIR2861	+
chr17	26924150	26926150	SPAG5-AS1	+
chr15	43029417	43031417	CDAN1	-
chr8	23082680	23084680	TNFRSF10A	-
chr10	118954999	118956999	KCNK18	+
chr6	39290330	39292330	KCNK16	-
chr6	39282237	39284237	KCNK17	-
chr19	50599082	50601082	SNAR-A14	+
chr2	47797470	47799470	KCNK12	-
chr14	75534279	75536279	ZC2HC1C	+
chr14	88737255	88739255	KCNK10	-
chr8	79576281	79578281	ZC2HC1A	+
chr1	45963855	45965855	MMACHC	+
chrX	103409155	103411155	FAM199X	+
chr14	105044020	105046020	C14orf180	+
chr19	18313539	18315539	LOC102725254	+
chr11	59634041	59636041	TCN1	-
chr22	31001069	31003069	TCN2	+
chr19	46000313	46002313	RTN2	-
chr12	13103318	13105318	GPRC5D	-
chr12	13041955	13043955	GPRC5A	+
chr17	72427835	72429835	GPRC5C	+
chr16	19896233	19898233	GPRC5B	-
chr4	130014762	130016762	SCLT1	-
chr3	125655887	125657887	ALG1L	-
chr12	11324224	11326224	PRH1-PRR4	-
chr3	107101006	107103006	LOC101929579	-
chr3	98312455	98314455	CPOX	-
chr12	34173215	34175215	ALG10	+
chr13	52584522	52586522	ALG11	+
chr22	50312106	50314106	ALG12	-
chrX	110922345	110924345	ALG13	+
chr1	95538507	95540507	ALG14	-
chr5	96519005	96521005	RIOK2	-
chr18	21031184	21033184	RIOK3	+
chr6	7388061	7390061	RIOK1	+
chr2	45168646	45170646	SIX3-AS1	-
chr11	65767549	65769549	BANF1	+
chr20	17678592	17680592	BANF2	+
chr6	134210144	134212144	TARID	-
chr1	27709823	27711823	CD164L2	-
chr16	31537172	31539172	AHSP	+
chr15	83138203	83140203	LOC727751	+
chr7	30325701	30327701	LOC105375218	-
chr3	186328849	186330849	AHSG	+
chr2	120006647	120008647	STEAP3-AS1	-
chr1	201855804	201857804	SHISA4	+
chr3	48541682	48543682	SHISA5	-
chr22	25335314	25337314	TMEM211	-
chr19	55954230	55956230	SHISA7	-
chr17	55120838	55122838	RNF126P1	+
chr17	66453665	66455665	WIPI1	-
chr13	26625198	26627198	SHISA2	-
chr4	42397855	42399855	SHISA3	+
chr17	39143387	39145387	KRT40	-
chr2	113668547	113670547	IL37	+
chr16	70611797	70613797	IL34	+
chr16	3113312	3115312	IL32	+
chr9	6213785	6215785	IL33	+
chr12	122658746	122660746	IL31	-
chr19	45663408	45665408	NKPD1	-
chr8	28745886	28747886	HMBOX1	+
chr12	50503763	50505763	COX14	+
chr16	12993476	12995476	SHISA9	+
chr3	183979251	183981251	CAMK2N2	-
chr1	20812728	20814728	CAMK2N1	-
chr22	25849612	25851612	MIR6817	+
chr8	144450805	144452805	RHPN1-AS1	-
chr11	118927957	118929957	HYOU1	-
chr20	42355642	42357642	GTSF1L	-
chr16	22522843	22524843	NPIPB5	+
chr5	34008220	34010220	AMACR	-
chr12	89917346	89919346	POC1B-AS1	+
chr19	825825	827825	AZU1	+
chr6	39082962	39084962	SAYSD1	-
chr5	96209642	96211642	ERAP2	+
chr5	96143892	96145892	ERAP1	-
chr19	3931100	3933100	NMRK2	+
chr9	77703240	77705240	NMRK1	-
chr13	24461577	24463577	PCOTH	+
chr12	120765592	120767592	PLA2G1B	-
chr12	127174864	127176864	LOC100996671	-
chr9	32526322	32528322	DDX58	-
chr1	200639126	200641126	DDX59	-
chr17	36003493	36005493	DDX52	-
chrX	23016077	23018077	DDX53	+
chr10	70659033	70661033	DDX50	+
chr12	132628880	132630880	DDX51	-
chr7	44614137	44616137	DDX56	-
chr6	28046481	28048481	ZNF165	+
chr12	124084623	124086623	DDX55	+
chr15	45670980	45672980	GATM	-
chr4	152682175	152684175	GATB	-
chr12	120882240	120884240	GATC	+
chr7	93633694	93635694	BET1	-
chr16	15248859	15250859	MIR3180-4	-
chr16	2186130	2188130	MIR3180-5	-
chr16	18494036	18496036	MIR3180-2	+
chr16	18494034	18496034	MIR3180-3	+
chr16	18494034	18496034	MIR3180-1	+
chr14	34420032	34422032	EGLN3	-
chr16	21170762	21172762	DNAH3	-
chr1	231560790	231562790	EGLN1	-
chr3	52348334	52350334	DNAH1	+
chr2	84741578	84743578	DNAH6	+
chr2	196933536	196935536	DNAH7	-
chr5	13944589	13946589	DNAH5	-
chr6	38681116	38683116	DNAH8	+
chr17	11499747	11501747	DNAH9	+
chr3	105083556	105085556	ALCAM	+
chr2	128401438	128403438	GPR17	+
chr19	16185134	16187134	TPM4	+
chr3	98248742	98250742	GPR15	+
chr9	35690053	35692053	TPM2	-
chr15	63332837	63334837	TPM1	+
chr8	143717948	143719948	LOC101928087	+
chr5	137878989	137880989	ETF1	-
chr9	99998707	100000707	LOC100499484-C9ORF174	+
chr11	56111514	56113514	OR8K1	+
chr11	56083782	56085782	OR8K3	+
chr11	55927793	55929793	OR8K5	-
chr15	52472162	52474162	GNB5	-
chr3	179169371	179171371	GNB4	-
chr1	1822556	1824556	GNB1	-
chr12	107168609	107170609	LOC100287944	-
chr12	6948017	6950017	GNB3	+
chr7	100269362	100271362	GNB2	+
chrX	153407697	153409697	OPN1LW	+
chr9	79632570	79634570	FOXB2	+
chr2	205408515	205410515	PARD3B	+
chr2	166936040	166938040	LOC101929680	+
chr2	113522254	113524254	CKAP2L	-
chr1	92351836	92353836	TGFBR3	-
chr17	48844010	48846010	MIR8059	+
chrUn_gl000218	55049	57049	LOC389834	-
chr7_gl000195_random	86735	88735	LOC389831	-
chr19	51869672	51871672	ETFB	-
chr14	81687296	81689296	GTF2A1	-
chr15	59949740	59951740	GTF2A2	-
chr11	71707957	71709957	IL18BP	+
chr10	31474811	31476811	LOC101929352	+
chr4	101109189	101111189	LOC101929353	+
chr2	210865288	210867288	RPE	+
chr8	55526626	55528626	RP1	+
chrX	46694346	46696346	RP2	+
chr7	33149002	33151002	RP9	-
chr7	44238577	44240577	YKT6	+
chr7	134462163	134464163	CALD1	+
chr16	3263561	3265561	OR1F2P	+
chrX	106449670	106451670	NUP62CL	-
chr20	54965573	54967573	CSTF1	+
chr11	33183037	33185037	CSTF3	-
chrX	100073351	100075351	CSTF2	+
chr17	65819779	65821779	BPTF	+
chr19	36164193	36166193	UPK1A-AS1	-
chr19	46366548	46368548	SYMPK	-
chrX	99837789	99839789	TNMD	+
chr9	98878693	98880693	LOC158434	-
chr5	89852616	89854616	ADGRV1	+
chr5	157079428	157081428	SOX30	-
chr1	173886516	173888516	SERPINC1	-
chr15	68522080	68524080	CLN6	-
chr13	77564058	77566058	CLN5	+
chr16	28503403	28505403	CLN3	-
chr19	54253650	54255650	MIR519A1	+
chr19	54263597	54265597	MIR519A2	+
chr8	56815414	56817414	SNORA1B	-
chr10	120819650	120821650	SNORA19	-
chr11	93466763	93468763	SNORA18	-
chr10	30979202	30981202	SVILP1	+
chr7	56126162	56128162	SNORA15	+
chrX	54838802	54840802	SNORA11	+
chr16	20460782	20462782	ACSM2A	+
chr5	111495181	111497181	SNORA13	+
chr10	101997059	101999059	SNORA12	-
chr1	247668359	247670359	GCSAML	+
chr11	5462783	5464783	OR51I1	-
chr11	5472637	5474637	OR51I2	+
chr8	41518026	41520026	MIR486-1	-
chr8	41515961	41517961	MIR486-2	+
chr19	10214898	10216898	PPAN	+
chr22	41345350	41347350	RBX1	+
chr11	535567	537567	HRAS	-
chr19	7006426	7008426	FLJ25758	-
chr19	14939276	14941276	OR7A5	-
chr16	80838175	80840175	CDYL2	-
chr3	150688464	150690464	CLRN1-AS1	+
chr19	45681501	45683501	TRAPPC6A	-
chr17	39392269	39394269	KRTAP9-8	+
chr17	39409635	39411635	KRTAP9-9	+
chr17	39344138	39346138	KRTAP9-1	+
chr17	39380899	39382899	KRTAP9-2	+
chr17	39386714	39388714	KRTAP9-3	+
chr17	39403938	39405938	KRTAP9-4	+
chr17	39419629	39421629	KRTAP9-6	+
chr17	39429949	39431949	KRTAP9-7	+
chr2	179385553	179387553	TTN-AS1	+
chr10	65028983	65030983	JMJD1C	-
chr1	112450278	112452278	KCND3-AS1	+
chr11	4606020	4608020	OR52I2	+
chr11	4613268	4615268	OR52I1	+
chr6	15663289	15665289	DTNBP1	-
chr11	8058179	8060179	TUB	+
chr11	65274903	65276903	TALAM1	-
chr7	143209104	143211104	OR10AC1	-
chr7	48962156	48964156	CDC14C	+
chr9	99382112	99384112	CDC14B	-
chr1	100816022	100818022	CDC14A	+
chr17	36499693	36501693	GPR179	-
chr3	150920988	150922988	GPR171	-
chr9	4666674	4668674	SPATA6L	-
chrX	78424468	78426468	GPR174	+
chr15	40213093	40215093	GPR176	-
chr17	42731761	42733761	MEIOC	+
chr16	1922179	1924179	MEIOB	-
chr2	264097	266097	SH3YL1	-
chr18	56940625	56942625	RAX	-
chr12	45581252	45583252	RNY5	-
chr6	80449635	80451635	RNY4	+
chr19	45033548	45035548	CEACAM20	-
chr19	42080530	42082530	CEACAM21	+
chr11	33181202	33183202	CSTF3-AS1	+
chr3	42621331	42623331	SS18L2	+
chr20	60716775	60718775	SS18L1	+
chr1	193028523	193030523	UCHL5	-
chr4	41256897	41258897	UCHL1	+
chr13	76121885	76123885	UCHL3	+
chr6	25730660	25732660	HIST1H2APS1	+
chr7	150038763	150040763	RARRES2	-
chr11	63302272	63304272	RARRES3	+
chr3	158450275	158452275	RARRES1	-
chr5	115008349	115010349	LOC102467217	-
chr5	112018585	112020585	LOC102467216	-
chr18	72340918	72342918	ZNF407	+
chr11	46720643	46722643	ZNF408	+
chr8	124360370	124362370	MIR548D1	-
chr17	65467701	65469701	MIR548D2	-
chr16	67562648	67564648	LOC100505942	-
chr5	176728762	176730762	PRELID1	+
chr15	93424072	93426072	LINC01578	+
chr15	94443828	94445828	LINC01579	-
chr5	176168205	176170205	LINC01574	+
chr16	72698908	72700908	LINC01572	-
chr16	5666251	5668251	LINC01570	-
chr16	51794429	51796429	LINC01571	+
chr9	135905809	135907809	LOC105376306	-
chr2	187556788	187558788	FAM171B	+
chr13	111768025	111770025	ARHGEF7-AS2	-
chr11	68226185	68228185	PPP6R3	+
chr13	111800912	111802912	ARHGEF7-AS1	-
chr1	63986971	63988971	EFCAB7	+
chr19	55897548	55899548	MIR6805	+
chr22	44208217	44210217	EFCAB6	-
chr8	49647870	49649870	EFCAB1	-
chr19	59059651	59061651	MIR6807	+
chr9	119264561	119266561	ASTN2-AS1	+
chr1	46915376	46917376	LINC01398	-
chr22	35627049	35629049	LINC01399	-
chr11	55703876	55705876	OR5I1	-
chr7	114871409	114873409	LINC01392	-
chr7	114717011	114719011	LINC01393	+
chr3	138662862	138664862	LINC01391	-
chr4	4844163	4846163	LINC01396	+
chr1	110623309	110625309	LINC01397	+
chr11	129487164	129489164	LINC01395	-
chr16	30966614	30968614	SETD1A	+
chr12	122240637	122242637	SETD1B	+
chr10	102890903	102892903	TLX1NB	-
chr13	23490508	23492508	LINC00621	-
chr16	55756836	55758836	CES1P2	+
chr1	149619134	149621134	LINC00623	-
chr6	111802674	111804674	TRAF3IP2-AS1	+
chr1	146989699	146991699	LINC00624	-
chr1	168754178	168756178	LINC00626	+
chrX	133682053	133684053	LINC00629	+
chr1	204338847	204340847	LINC00628	-
chr11	124546199	124548199	SIAE	-
chr19	6416522	6418522	MIR3940	-
chr20	43024346	43026346	HNF4A-AS1	-
chr4	1857974	1859974	LETM1	-
chr3	106957538	106959538	DUBR	+
chr19	11544077	11546077	PRKCSH	+
chr1	224405314	224407314	LOC101927164	+
chr17	46520194	46522194	LOC101927166	+
chr18	6729861	6731861	LOC101927168	-
chr2	1748319	1750319	PXDN	-
chr6	80023101	80025101	LCAL1	-
chrX	40120169	40122169	LOC101927476	+
chr13	88793121	88795121	LOC105370306	+
chr7	55431140	55433140	LANCL2	+
chrX	37428821	37430821	LANCL3	+
chr2	211341429	211343429	LANCL1	-
chr17	45598322	45600322	NPEPPS	+
chr3	128442978	128444978	RAB7A	+
chr7	62810444	62812444	LOC102724738	-
chr2	56151298	56153298	EFEMP1	-
chr11	65640405	65642405	EFEMP2	-
chr8	12292521	12294521	LOC100506990	+
chr11	17718486	17720486	LOC102723330	-
chr15	101096870	101098870	LOC102723335	+
chr15	22366477	22368477	OR4M2	+
chr14	20246481	20248481	OR4M1	+
chr2	139652893	139654893	YY1P2	+
chr12	1736411	1738411	WNT5B	+
chr3	55521670	55523670	WNT5A	-
chr5	179050711	179052711	HNRNPH1	-
chr10	70089767	70091767	HNRNPH3	+
chrX	100661120	100663120	HNRNPH2	+
chrX	145109390	145111390	MIR891A	-
chrX	145082649	145084649	MIR891B	-
chr1	155293967	155295967	RUSC1-AS1	-
chr2	203736708	203738708	ICA1L	-
chr11	62494857	62496857	HNRNPUL2	-
chr19	41768954	41770954	HNRNPUL1	+
chr15	35838404	35840404	DPH6	-
chr13	39564996	39566996	STOML3	-
chr9	35103192	35105192	STOML2	-
chr15	74284689	74286689	STOML1	-
chr14	29234277	29236277	FOXG1	+
chr17	74965281	74967281	LOC105371899	-
chr8	104424941	104426941	DCAF13	+
chr9	34126771	34128771	DCAF12	-
chr14	24581985	24583985	DCAF11	+
chr9	37798782	37800782	DCAF10	+
chr2	172288760	172290760	DCAF17	+
chr4	17812381	17814381	DCAF16	-
chr19	14061285	14063285	DCAF15	+
chr17	5387693	5389693	MIS12	+
chr4	108641419	108643419	PAPSS1	-
chr9	113018920	113020920	TXN	-
chr10	89417475	89419475	PAPSS2	+
chr4	48136273	48138273	TXK	-
chr2	40142773	40144773	SLC8A1-AS1	+
chr1	119683295	119685295	WARS2	-
chr20	49545520	49547520	ADNP-AS1	+
chr7	156331184	156333184	LINC00244	+
chr4	100485214	100487214	TRMT10A	-
chr3	101278679	101280679	TRMT10C	+
chr9	37751799	37753799	TRMT10B	+
chr19	16683193	16685193	SLC35E1	-
chr1	1677438	1679438	SLC35E2	-
chr12	69137935	69139935	SLC35E3	+
chr22	31029801	31031801	SLC35E4	+
chrX	13326770	13328770	GS1-600G8.3	+
chr2	112526637	112528637	MIR4771-1	+
chr2	112526637	112528637	MIR4771-2	+
chr2	122286455	122288455	RNU4ATAC	+
chr9	129038194	129040194	LOC101929116	-
chr10	26868236	26870236	LOC101929117	-
chr4	120054938	120056938	MYOZ2	+
chr5	150038402	150040402	MYOZ3	+
chr10	75401515	75403515	MYOZ1	-
chr22	30773894	30775894	KIAA1656	-
chr5	70384562	70386562	SNORD13B-2	-
chr3	174988885	174990885	NAALADL2-AS2	-
chr3	174833032	174835032	NAALADL2-AS3	-
chr3	175494121	175496121	NAALADL2-AS1	-
chr9	102582171	102584171	LOC101928438	-
chr21	40750212	40752212	WRB	+
chr8	30888777	30890777	WRN	+
chr20	590910	592910	TCF15	-
chr1	151136497	151138497	SCNM1	+
chr15	57208832	57210832	TCF12	+
chr6	2506259	2508259	TCF19	+
chr2	86040252	86042252	LOC284950	+
chr10	127511837	127513837	UROS	-
chr1	45475804	45477804	UROD	+
chr16	30218248	30220248	LOC388242	-
chrX	102348022	102350022	NXF3	-
chr8	144952632	144954632	EPPK1	-
chr9	137742653	137744653	MIR3689F	-
chr7	35732815	35734815	LOC101930085	+
chr5	162885516	162887516	HMMR	+
chr2	64751289	64753289	LOC101927402	-
chr8	6565730	6567730	MCPH1-AS1	-
chr1	150334586	150336586	RPRD2	+
chr7	93518205	93520205	LOC105375401	+
chr9	46168270	46170270	LOC105376064	-
chr3	128206045	128208045	GATA2-AS1	+
chr1	66997638	66999638	SGIP1	+
chr22	21368576	21370576	TUBA3FP	-
chr15	90358072	90360072	ANPEP	-
chr8	146275823	146277823	C8orf33	+
chr8	144118625	144120625	C8orf31	+
chr8	96281462	96283462	C8orf37	-
chr8	69240607	69242607	C8orf34	+
chr15	86338189	86340189	KLHL25	-
chr3	183351410	183353410	KLHL24	+
chr19	18745774	18747774	KLHL26	+
chr1	6662958	6664958	KLHL21	-
chr1	173682079	173684079	KLHL20	+
